sample.id	age_day	stage	pig_id	wean_day	litter	treatment	treat_type	sex	seq_region	platform	country	study	SRA	paper	Run
855	mSph21w21id35con0	0	suckling	mSph21id35	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209762
856	mSph21w21id35con7	7	suckling	mSph21id35	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209761
857	mSph21w21id35con14	14	suckling	mSph21id35	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209760
858	mSph21w21id45con0	0	suckling	mSph21id45	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210179
859	mSph21w21id55con0	0	suckling	mSph21id55	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209979
860	mSph21w21id65con0	0	suckling	mSph21id65	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210245
861	mSph21w21id65con7	7	suckling	mSph21id65	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210244
862	mSph21w21id16con7	7	suckling	mSph21id16	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210285
863	mSph21w21id26con0	0	suckling	mSph21id26	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210262
864	mSph21w21id26con7	7	suckling	mSph21id26	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210261
865	mSph21w21id36con0	0	suckling	mSph21id36	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210085
866	mSph21w21id36con7	7	suckling	mSph21id36	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210084
867	mSph21w21id46con0	0	suckling	mSph21id46	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209971
868	mSph21w21id46con7	7	suckling	mSph21id46	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209970
869	mSph21w21id46con14	14	suckling	mSph21id46	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209968
870	mSph21w21id46con21	21	suckling	mSph21id46	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209967
871	mSph21w21id17con7	7	suckling	mSph21id17	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209954
872	mSph21w21id17con14	14	suckling	mSph21id17	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209953
873	mSph21w21id17con21	21	suckling	mSph21id17	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209952
874	mSph21w21id37con0	0	suckling	mSph21id37	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210052
875	mSph21w21id37con7	7	suckling	mSph21id37	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210051
876	mSph21w21id47con0	0	suckling	mSph21id47	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209870
877	mSph21w21id18con0	0	suckling	mSph21id18	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209946
878	mSph21w21id28con0	0	suckling	mSph21id28	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210044
879	mSph21w21id38con0	0	suckling	mSph21id38	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209837
880	mSph21w21id19con0	0	suckling	mSph21id19	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209937
881	mSph21w21id19con14	14	suckling	mSph21id19	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209911
882	mSph21w21id19con21	21	suckling	mSph21id19	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209910
883	mSph21w21id29con21	21	suckling	mSph21id29	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210194
884	mSph21w21id49con21	21	suckling	mSph21id49	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14209935
885	mSph21w21id59con7	7	suckling	mSph21id59	21	na	control	con	na	V4	MiSeq	USA	mSph21	SRP314400	Law 2021	SRR14210235
886	mSys21w21id11con4	4	suckling	mSys21_11	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808403
887	mSys21w21id11con7	7	suckling	mSys21_11	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808387
888	mSys21w21id11con15	15	suckling	mSys21_11	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808345
889	mSys21w21id11con18	18	suckling	mSys21_11	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808332
890	mSys21w21id11con21	21	suckling	mSys21_11	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808319
891	mSys21w21id12con4	4	suckling	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808401
892	mSys21w21id12con15	15	suckling	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808344
893	mSys21w21id12con18	18	suckling	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808331
894	mSys21w21id12con21	21	suckling	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808318
895	mSys21w21id12con22	22	weaning	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808274
896	mSys21w21id12con25	25	weaning	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808262
897	mSys21w21id12con29	29	weaning	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807814
898	mSys21w21id12con32	32	weaning	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807801
899	mSys21w21id12con42	42	weaning	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808164
900	mSys21w21id12con56	56	weaning	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808211
901	mSys21w21id12con70	70	growing	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808201
902	mSys21w21id12con84	84	growing	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808192
903	mSys21w21id12con112	112	growing	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808183
904	mSys21w21id12con140	140	finishing	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807782
905	mSys21w21id12con155	155	finishing	mSys21_12	21	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807775
906	mSys21w14id13con4	4	suckling	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807895
907	mSys21w14id13con7	7	suckling	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808446
908	mSys21w14id13con11	11	suckling	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808259
909	mSys21w14id13con15	15	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807976
910	mSys21w14id13con18	18	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807689
911	mSys21w14id13con21	21	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808093
912	mSys21w14id13con22	22	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808079
913	mSys21w14id13con25	25	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808065
914	mSys21w14id13con28	28	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808051
915	mSys21w14id13con29	29	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808005
916	mSys21w14id13con32	32	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807993
917	mSys21w14id13con35	35	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808498
918	mSys21w14id13con42	42	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808485
919	mSys21w14id13con49	49	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808473
920	mSys21w14id13con56	56	weaning	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808462
921	mSys21w14id13con70	70	growing	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808451
922	mSys21w14id13con84	84	growing	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808440
923	mSys21w14id13con112	112	growing	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808430
924	mSys21w14id13con140	140	finishing	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808420
925	mSys21w14id13con155	155	finishing	mSys21_13	14	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808412
926	mSys21w28id14con4	4	suckling	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807762
927	mSys21w28id14con11	11	suckling	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807725
928	mSys21w28id14con14	14	suckling	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807708
929	mSys21w28id14con15	15	suckling	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808047
930	mSys21w28id14con18	18	suckling	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808030
931	mSys21w28id14con22	22	suckling	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808290
932	mSys21w28id14con25	25	suckling	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808242
933	mSys21w28id14con28	28	suckling	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808224
934	mSys21w28id14con29	29	weaning	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807981
935	mSys21w28id14con32	32	weaning	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807966
936	mSys21w28id14con35	35	weaning	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807950
937	mSys21w28id14con49	49	weaning	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807916
938	mSys21w28id14con56	56	weaning	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807902
939	mSys21w28id14con70	70	growing	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807888
940	mSys21w28id14con84	84	growing	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807874
941	mSys21w28id14con112	112	growing	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807860
942	mSys21w28id14con140	140	finishing	mSys21_14	28	mSys21_1	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807847
943	mSys21w14id15con4	4	suckling	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807921
944	mSys21w14id15con11	11	suckling	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808358
945	mSys21w14id15con14	14	suckling	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808202
946	mSys21w14id15con15	15	weaning	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808303
947	mSys21w14id15con18	18	weaning	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807883
948	mSys21w14id15con21	21	weaning	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808097
949	mSys21w14id15con22	22	weaning	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808084
950	mSys21w14id15con29	29	weaning	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808011
951	mSys21w14id15con32	32	weaning	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807999
952	mSys21w14id15con49	49	weaning	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808477
953	mSys21w14id15con56	56	weaning	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808466
954	mSys21w14id15con70	70	growing	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808454
955	mSys21w14id15con84	84	growing	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808444
956	mSys21w14id15con112	112	growing	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808433
957	mSys21w14id15con140	140	finishing	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808423
958	mSys21w14id15con155	155	finishing	mSys21_15	14	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808415
959	mSys21w28id16con4	4	suckling	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807772
960	mSys21w28id16con11	11	suckling	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807735
961	mSys21w28id16con15	15	suckling	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807701
962	mSys21w28id16con18	18	suckling	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808039
963	mSys21w28id16con22	22	suckling	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808299
964	mSys21w28id16con25	25	suckling	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808283
965	mSys21w28id16con28	28	suckling	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808233
966	mSys21w28id16con29	29	weaning	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808218
967	mSys21w28id16con35	35	weaning	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807959
968	mSys21w28id16con42	42	weaning	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807944
969	mSys21w28id16con49	49	weaning	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807929
970	mSys21w28id16con56	56	weaning	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807911
971	mSys21w28id16con70	70	growing	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807897
972	mSys21w28id16con84	84	growing	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807882
973	mSys21w28id16con112	112	growing	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807868
974	mSys21w28id16con140	140	finishing	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807855
975	mSys21w28id16con155	155	finishing	mSys21_16	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807842
976	mSys21w28id17con4	4	suckling	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807771
977	mSys21w28id17con7	7	suckling	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807752
978	mSys21w28id17con11	11	suckling	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807734
979	mSys21w28id17con15	15	suckling	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807700
980	mSys21w28id17con18	18	suckling	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808038
981	mSys21w28id17con21	21	suckling	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808022
982	mSys21w28id17con22	22	suckling	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808298
983	mSys21w28id17con25	25	suckling	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808282
984	mSys21w28id17con28	28	suckling	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808232
985	mSys21w28id17con29	29	weaning	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808217
986	mSys21w28id17con32	32	weaning	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807973
987	mSys21w28id17con35	35	weaning	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807958
988	mSys21w28id17con49	49	weaning	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807928
989	mSys21w28id17con56	56	weaning	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807910
990	mSys21w28id17con70	70	growing	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807896
991	mSys21w28id17con84	84	growing	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807881
992	mSys21w28id17con112	112	growing	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807867
993	mSys21w28id17con140	140	finishing	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807854
994	mSys21w28id17con155	155	finishing	mSys21_17	28	mSys21_1	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807841
995	mSys21w21id21con4	4	suckling	mSys21_21	21	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808396
996	mSys21w21id21con7	7	suckling	mSys21_21	21	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808381
997	mSys21w28id22con4	4	suckling	mSys21_22	28	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807757
998	mSys21w28id22con7	7	suckling	mSys21_22	28	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807738
999	mSys21w28id22con11	11	suckling	mSys21_22	28	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807720
1000	mSys21w28id22con15	15	suckling	mSys21_22	28	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808042
1001	mSys21w28id22con18	18	suckling	mSys21_22	28	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808026
1002	mSys21w28id22con22	22	suckling	mSys21_22	28	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808286
1003	mSys21w28id22con25	25	suckling	mSys21_22	28	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808236
1004	mSys21w14id23con4	4	suckling	mSys21_23	14	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808050
1005	mSys21w14id23con11	11	suckling	mSys21_23	14	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808155
1006	mSys21w14id23con15	15	weaning	mSys21_23	14	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807906
1007	mSys21w14id23con18	18	weaning	mSys21_23	14	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808105
1008	mSys21w14id23con22	22	weaning	mSys21_23	14	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808073
1009	mSys21w14id23con25	25	weaning	mSys21_23	14	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808058
1010	mSys21w14id23con28	28	weaning	mSys21_23	14	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808013
1011	mSys21w14id23con29	29	weaning	mSys21_23	14	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808001
1012	mSys21w14id23con35	35	weaning	mSys21_23	14	mSys21_2	control	con	male	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808494
1013	mSys21w21id24con4	4	suckling	mSys21_24	21	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808404
1014	mSys21w21id24con7	7	suckling	mSys21_24	21	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808388
1015	mSys21w28id25con4	4	suckling	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807764
1016	mSys21w28id25con11	11	suckling	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807727
1017	mSys21w28id25con15	15	suckling	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808049
1018	mSys21w28id25con18	18	suckling	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808033
1019	mSys21w28id25con22	22	suckling	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808293
1020	mSys21w28id25con25	25	suckling	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808244
1021	mSys21w28id25con29	29	weaning	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807983
1022	mSys21w28id25con32	32	weaning	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807968
1023	mSys21w28id25con56	56	weaning	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807904
1024	mSys21w28id25con70	70	growing	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807890
1025	mSys21w28id25con84	84	growing	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807876
1026	mSys21w28id25con112	112	growing	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807863
1027	mSys21w28id25con140	140	finishing	mSys21_25	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807849
1028	mSys21w28id26con4	4	suckling	mSys21_26	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807763
1029	mSys21w28id26con11	11	suckling	mSys21_26	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11807726
1030	mSys21w28id26con15	15	suckling	mSys21_26	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808048
1031	mSys21w28id26con18	18	suckling	mSys21_26	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808031
1032	mSys21w28id26con22	22	suckling	mSys21_26	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808291
1033	mSys21w28id26con25	25	suckling	mSys21_26	28	mSys21_2	control	con	female	V4	MiSeq	Canada	mSys21	SRP262165	Holman 2021	SRR11808243
