sample-id	age_day	stage	pig_id	wean_day	litter	treatment	treat_type	sex	seq_region	platform	country	study	SRA	paper	Run
nc20w28id84fib21	49	weaning	nc20_84	28	nc20_8	other	fiber	female	V3_4	MiSeq	Norway	nc20	SRA970365	Michalak 2020	SRR10208857
nc20w28id84fib27	55	weaning	nc20_84	28	nc20_8	other	fiber	female	V3_4	MiSeq	Norway	nc20	SRA970365	Michalak 2020	SRR10209001
nc20w28id84fib0	28	weaning	nc20_84	28	nc20_8	other	fiber	female	V3_4	MiSeq	Norway	nc20	SRA970365	Michalak 2020	SRR10209165
amb21w21id1con49	49	weaning	amb21con1	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292784
amb21w21id1con42	42	weaning	amb21con1	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292801
amb21w21id1con35	35	weaning	amb21con1	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292819
amb21w21id1con28	28	weaning	amb21con1	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292827
amb21w21id2con49	49	weaning	amb21con2	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292783
amb21w21id2con42	42	weaning	amb21con2	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292800
amb21w21id2con35	35	weaning	amb21con2	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292818
amb21w21id2con28	28	weaning	amb21con2	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292826
amb21w21id3con49	49	weaning	amb21con3	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292781
amb21w21id3con42	42	weaning	amb21con3	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292799
amb21w21id3con28	28	weaning	amb21con3	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292815
amb21w21id3con35	35	weaning	amb21con3	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292817
amb21w21id4con49	49	weaning	amb21con4	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292780
amb21w21id4con42	42	weaning	amb21con4	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292798
amb21w21id4con28	28	weaning	amb21con4	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292804
amb21w21id4con35	35	weaning	amb21con4	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292816
amb21w21id5con49	49	weaning	amb21con5	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292779
amb21w21id5con28	28	weaning	amb21con5	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292793
amb21w21id5con42	42	weaning	amb21con5	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292797
amb21w21id5con35	35	weaning	amb21con5	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292814
amb21w21id6con49	49	weaning	amb21con6	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292778
amb21w21id6con28	28	weaning	amb21con6	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292782
amb21w21id6con42	42	weaning	amb21con6	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292796
amb21w21id6con35	35	weaning	amb21con6	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292813
amb21w21id7con28	28	weaning	amb21con7	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292771
amb21w21id7con49	49	weaning	amb21con7	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292777
amb21w21id7con42	42	weaning	amb21con7	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292795
amb21w21id7con35	35	weaning	amb21con7	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292812
amb21w21id8con28	28	weaning	amb21con8	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292766
amb21w21id8con49	49	weaning	amb21con8	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292776
amb21w21id8con42	42	weaning	amb21con8	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292794
amb21w21id8con35	35	weaning	amb21con8	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292811
amb21w21id1lm28	28	weaning	amb21lm1	21	na	control	con	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292765
amb21w21id1lm49	49	weaning	amb21lm1	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292775
amb21w21id1lm42	42	weaning	amb21lm1	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292792
amb21w21id1lm35	35	weaning	amb21lm1	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292810
amb21w21id2lm28	28	weaning	amb21lm2	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292764
amb21w21id2lm49	49	weaning	amb21lm2	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292774
amb21w21id2lm42	42	weaning	amb21lm2	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292791
amb21w21id2lm35	35	weaning	amb21lm2	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292809
amb21w21id3lm49	49	weaning	amb21lm3	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292773
amb21w21id3lm42	42	weaning	amb21lm3	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292790
amb21w21id3lm35	35	weaning	amb21lm3	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292808
amb21w21id3lm28	28	weaning	amb21lm3	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292825
amb21w21id4lm49	49	weaning	amb21lm4	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292772
amb21w21id4lm42	42	weaning	amb21lm4	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292789
amb21w21id4lm35	35	weaning	amb21lm4	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292807
amb21w21id4lm28	28	weaning	amb21lm4	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292824
amb21w21id5lm49	49	weaning	amb21lm5	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292770
amb21w21id5lm42	42	weaning	amb21lm5	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292788
amb21w21id5lm35	35	weaning	amb21lm5	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292806
amb21w21id5lm28	28	weaning	amb21lm5	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292823
amb21w21id6lm49	49	weaning	amb21lm6	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292769
amb21w21id6lm42	42	weaning	amb21lm6	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292787
amb21w21id6lm35	35	weaning	amb21lm6	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292805
amb21w21id6lm28	28	weaning	amb21lm6	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292822
amb21w21id7lm49	49	weaning	amb21lm7	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292768
amb21w21id7lm42	42	weaning	amb21lm7	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292786
amb21w21id7lm35	35	weaning	amb21lm7	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292803
amb21w21id7lm28	28	weaning	amb21lm7	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292821
amb21w21id8lm49	49	weaning	amb21lm8	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292767
amb21w21id8lm42	42	weaning	amb21lm8	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292785
amb21w21id8lm35	35	weaning	amb21lm8	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292802
amb21w21id8lm28	28	weaning	amb21lm8	21	na	antibiotic	lincomycin_infeed	na	V3_4	MiSeq	China	amb21	SRP330371	Tang 2021	SRR15292820
anim21w35id10con16	16	suckling	anim21_10	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607591
anim21w35id9con16	16	suckling	anim21_9	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607592
anim21w35id8con16	16	suckling	anim21_8	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607593
anim21w35id7con16	16	suckling	anim21_7	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607594
anim21w35id6con16	16	suckling	anim21_6	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607595
anim21w35id5con16	16	suckling	anim21_5	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607596
anim21w35id4con16	16	suckling	anim21_4	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607597
anim21w35id3con16	16	suckling	anim21_3	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607598
anim21w35id2con16	16	suckling	anim21_2	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607599
anim21w35id1con16	16	suckling	anim21_1	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607600
anim21w35id20csc16	16	suckling	anim21_20	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607601
anim21w35id19csc16	16	suckling	anim21_19	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607602
anim21w35id18csc16	16	suckling	anim21_18	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607603
anim21w35id17csc16	16	suckling	anim21_17	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607604
anim21w35id16csc16	16	suckling	anim21_16	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607605
anim21w35id15csc16	16	suckling	anim21_15	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607606
anim21w35id14csc16	16	suckling	anim21_14	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607607
anim21w35id13csc16	16	suckling	anim21_13	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607608
anim21w35id12csc16	16	suckling	anim21_12	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607609
anim21w35id11csc16	16	suckling	anim21_11	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607610
anim21w35id10con35	35	suckling	anim21_10	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607611
anim21w35id9con35	35	suckling	anim21_9	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607612
anim21w35id8con35	35	suckling	anim21_8	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607613
anim21w35id7con35	35	suckling	anim21_7	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607614
anim21w35id6con35	35	suckling	anim21_6	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607615
anim21w35id5con35	35	suckling	anim21_5	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607616
anim21w35id4con35	35	suckling	anim21_4	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607617
anim21w35id3con35	35	suckling	anim21_3	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607618
anim21w35id2con35	35	suckling	anim21_2	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607619
anim21w35id1con35	35	suckling	anim21_1	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607620
anim21w35id20csc35	35	suckling	anim21_20	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607621
anim21w35id19csc35	35	suckling	anim21_19	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607622
anim21w35id18csc35	35	suckling	anim21_18	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607623
anim21w35id17csc35	35	suckling	anim21_17	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607624
anim21w35id16csc35	35	suckling	anim21_16	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607625
anim21w35id15csc35	35	suckling	anim21_15	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607626
anim21w35id14csc35	35	suckling	anim21_14	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607627
anim21w35id13csc35	35	suckling	anim21_13	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607628
anim21w35id12csc35	35	suckling	anim21_12	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607629
anim21w35id11csc35	35	suckling	anim21_11	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607630
anim21w35id10con42	42	weaning	anim21_10	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607631
anim21w35id9con42	42	weaning	anim21_9	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607632
anim21w35id8con42	42	weaning	anim21_8	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607633
anim21w35id7con42	42	weaning	anim21_7	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607634
anim21w35id6con42	42	weaning	anim21_6	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607635
anim21w35id5con42	42	weaning	anim21_5	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607636
anim21w35id4con42	42	weaning	anim21_4	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607637
anim21w35id3con42	42	weaning	anim21_3	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607638
anim21w35id2con42	42	weaning	anim21_2	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607639
anim21w35id1con42	42	weaning	anim21_1	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607640
anim21w35id18csc42	42	weaning	anim21_18	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607641
anim21w35id17csc42	42	weaning	anim21_17	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607642
anim21w35id16csc42	42	weaning	anim21_16	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607643
anim21w35id15csc42	42	weaning	anim21_15	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607644
anim21w35id14csc42	42	weaning	anim21_14	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607645
anim21w35id13csc42	42	weaning	anim21_13	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607646
anim21w35id12csc42	42	weaning	anim21_12	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607647
anim21w35id11csc42	42	weaning	anim21_11	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607648
anim21w35id10con63	63	growing	anim21_10	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607649
anim21w35id9con63	63	growing	anim21_9	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607650
anim21w35id8con63	63	growing	anim21_8	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607651
anim21w35id7con63	63	growing	anim21_7	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607652
anim21w35id6con63	63	growing	anim21_6	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607653
anim21w35id5con63	63	growing	anim21_5	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607654
anim21w35id4con63	63	growing	anim21_4	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607655
anim21w35id3con63	63	growing	anim21_3	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607656
anim21w35id2con63	63	growing	anim21_2	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607657
anim21w35id1con63	63	growing	anim21_1	35	na	control	con	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607658
anim21w35id18csc63	63	growing	anim21_18	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607659
anim21w35id17csc63	63	growing	anim21_17	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607660
anim21w35id16csc63	63	growing	anim21_16	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607661
anim21w35id15csc63	63	growing	anim21_15	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607662
anim21w35id14csc63	63	growing	anim21_14	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607663
anim21w35id13csc63	63	growing	anim21_13	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607664
anim21w35id12csc63	63	growing	anim21_12	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607665
anim21w35id11csc63	63	growing	anim21_11	35	na	other 	social_contact	male	V3_4	NovaSeqPE250	China	anim21	SRP334057	Bi 2021	SRR15607666
em21w28id1ef2	2	suckling	em21id1	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518921
em21w28id1ef7	7	suckling	em21id1	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518920
em21w28id1ef15	15	suckling	em21id1	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518836
em21w28id1ef21	21	suckling	em21id1	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518825
em21w28id1ef28	28	suckling	em21id1	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518814
em21w28id1ef30	30	weaning	em21id1	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518779
em21w28id1ef33	33	weaning	em21id1	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518768
em21w28id1ef42	42	weaning	em21id1	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518914
em21w28id2ef2	2	suckling	em21id2	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518903
em21w28id2ef7	7	suckling	em21id2	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518892
em21w28id2ef15	15	suckling	em21id2	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518919
em21w28id2ef21	21	suckling	em21id2	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518799
em21w28id2ef28	28	suckling	em21id2	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518788
em21w28id2ef30	30	weaning	em21id2	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518873
em21w28id2ef33	33	weaning	em21id2	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518862
em21w28id2ef42	42	weaning	em21id2	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518851
em21w28id3ef2	2	suckling	em21id3	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518840
em21w28id3ef7	7	suckling	em21id3	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518839
em21w28id3ef15	15	suckling	em21id3	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518838
em21w28id3ef21	21	suckling	em21id3	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518837
em21w28id3ef28	28	suckling	em21id3	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518835
em21w28id3ef30	30	weaning	em21id3	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518834
em21w28id3ef33	33	weaning	em21id3	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518833
em21w28id3ef42	42	weaning	em21id3	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518832
em21w28id4ef2	2	suckling	em21id4	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518831
em21w28id4ef7	7	suckling	em21id4	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518830
em21w28id4ef15	15	suckling	em21id4	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518829
em21w28id4ef21	21	suckling	em21id4	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518828
em21w28id4ef28	28	suckling	em21id4	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518827
em21w28id4ef30	30	weaning	em21id4	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518826
em21w28id4ef33	33	weaning	em21id4	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518824
em21w28id4ef42	42	weaning	em21id4	28	na	other	early_feeding	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518823
em21w28id5con2	2	suckling	em21id5	28	na	control	con	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518822
em21w28id5con7	7	suckling	em21id5	28	na	control	con	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518821
em21w28id5con15	15	suckling	em21id5	28	na	control	con	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518820
em21w28id5con21	21	suckling	em21id5	28	na	control	con	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518819
em21w28id5con28	28	suckling	em21id5	28	na	control	con	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518818
em21w28id5con30	30	weaning	em21id5	28	na	control	con	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518817
em21w28id5con33	33	weaning	em21id5	28	na	control	con	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518816
em21w28id5con42	42	weaning	em21id5	28	na	control	con	na	V3_4	MiSeq	Netherlands 	em21	SRP303116	Choudhury 2021	SRR13518815
